Date,Interpolated Value
2022-03-12,3157.92183281488
2022-03-13,3163.1017762425163
2022-03-14,3169.009958855325
2022-03-15,3175.532655397419
2022-03-16,3182.5561406129113
2022-03-17,3189.9666892459136
2022-03-18,3197.650576040539
2022-03-19,3205.4940757409
2022-03-20,3213.383463091109
2022-03-21,3221.2050128352785
2022-03-22,3228.8449997175207
2022-03-23,3236.189698481949
2022-03-24,3243.125383872675
2022-03-25,3249.538330633811
2022-03-26,3255.3148135094707
2022-03-27,3260.3411072437652
2022-03-28,3264.503486580808
2022-03-29,3267.688226264712
2022-03-30,3269.781601039588
2022-03-31,3270.6698856495495
2022-04-01,3270.2393548387095
2022-04-02,3268.4037034681337
2022-04-03,3265.186306866702
2022-04-04,3260.6379604802505
2022-04-05,3254.8094597546124
2022-04-06,3247.751600135622
2022-04-07,3239.515177069114
2022-04-08,3230.1509860009237
2022-04-09,3219.7098223768835
2022-04-10,3208.24248164283
2022-04-11,3195.7997592445963
2022-04-12,3182.432450628017
2022-04-13,3168.191351238926
2022-04-14,3153.127256523159
2022-04-15,3137.2909619265492
2022-04-16,3120.733262894931
2022-04-17,3103.5049548741404
2022-04-18,3085.65683331001
2022-04-19,3067.239693648374
2022-04-20,3048.3043313350686
2022-04-21,3028.901541815927
2022-04-22,3009.082120536784
2022-04-23,2988.8968629434735
2022-04-24,2968.39656448183
2022-04-25,2947.632020597688
2022-04-26,2926.654026736882
2022-04-27,2905.5133783452466
2022-04-28,2884.260870868616
2022-04-29,2862.9472997528246
2022-04-30,2841.623460443707
2022-05-01,2820.3401483870966
2022-05-02,2799.144753545061
2022-05-03,2778.0710439445947
2022-05-04,2757.1493821289255
2022-05-05,2736.410130641279
2022-05-06,2715.883652024883
2022-05-07,2695.600308822965
2022-05-08,2675.5904635787515
2022-05-09,2655.8844788354695
2022-05-10,2636.512717136347
2022-05-11,2617.5055410246096
2022-05-12,2598.8933130434853
2022-05-13,2580.7063957362006
2022-05-14,2562.975151645983
2022-05-15,2545.7299433160592
2022-05-16,2529.001133289657
2022-05-17,2512.8190841100027
2022-05-18,2497.2141583203233
2022-05-19,2482.2167184638465
2022-05-20,2467.857127083799
2022-05-21,2454.165746723407
2022-05-22,2441.1729399258993
2022-05-23,2428.9090692345017
2022-05-24,2417.404497192442
2022-05-25,2406.6895863429454
2022-05-26,2396.7946992292414
2022-05-27,2387.750198394556
2022-05-28,2379.5864463821163
2022-05-29,2372.3338057351493
2022-05-30,2366.022638996882
2022-05-31,2360.6833087105415
2022-06-01,2356.3461774193547
2022-06-02,2353.0240176443735
2022-06-03,2350.659241817947
2022-06-04,2349.1766723502487
2022-06-05,2348.5011316514533
2022-06-06,2348.5574421317338
2022-06-07,2349.270426201264
2022-06-08,2350.5649062702173
2022-06-09,2352.365704748769
2022-06-10,2354.597644047091
2022-06-11,2357.185546575358
2022-06-12,2360.0542347437445
2022-06-13,2363.128530962423
2022-06-14,2366.3332576415683
2022-06-15,2369.593237191353
2022-06-16,2372.833292021952
2022-06-17,2375.9782445435385
2022-06-18,2378.9529171662866
2022-06-19,2381.68213230037
2022-06-20,2384.0907123559623
2022-06-21,2386.103479743237
2022-06-22,2387.645256872369
2022-06-23,2388.640866153531
2022-06-24,2389.015129996897
2022-06-25,2388.692870812641
2022-06-26,2387.5989110109376
2022-06-27,2385.658073001958
2022-06-28,2382.795179195879
2022-06-29,2378.9350520028725
2022-06-30,2374.002513833113
2022-07-01,2367.922387096774
2022-07-02,2360.645440621952
2022-07-03,2352.226228908433
2022-07-04,2342.745252873926
2022-07-05,2332.283013436139
2022-07-06,2320.920011512782
2022-07-07,2308.7367480215626
2022-07-08,2295.8137238801896
2022-07-09,2282.231440006372
2022-07-10,2268.070397317819
2022-07-11,2253.411096732238
2022-07-12,2238.3340391673387
2022-07-13,2222.91972554083
2022-07-14,2207.2486567704195
2022-07-15,2191.401333773817
2022-07-16,2175.458257468731
2022-07-17,2159.4999287728697
2022-07-18,2143.606848603942
2022-07-19,2127.8595178796572
2022-07-20,2112.338437517723
2022-07-21,2097.124108435849
2022-07-22,2082.2970315517427
2022-07-23,2067.937707783115
2022-07-24,2054.1266380476723
2022-07-25,2040.9443232631243
2022-07-26,2028.47126434718
2022-07-27,2016.7879622175474
2022-07-28,2005.9749177919357
2022-07-29,1996.1126319880539
2022-07-30,1987.2816057236098
2022-07-31,1979.5623399163123
2022-08-01,1973.035335483871
2022-08-02,1967.7632498510384
2022-08-03,1963.7373664707452
2022-08-04,1960.9311253029678
2022-08-05,1959.317966307681
2022-08-06,1958.8713294448607
2022-08-07,1959.5646546744827
2022-08-08,1961.3713819565216
2022-08-09,1964.2649512509543
2022-08-10,1968.2188025177547
2022-08-11,1973.2063757168996
2022-08-12,1979.2011108083643
2022-08-13,1986.1764477521242
2022-08-14,1994.1058265081545
2022-08-15,2002.962687036431
2022-08-16,2012.7204692969294
2022-08-17,2023.3526132496252
2022-08-18,2034.8325588544938
2022-08-19,2047.1337460715104
2022-08-20,2060.2296148606515
2022-08-21,2074.0936051818912
2022-08-22,2088.6991569952065
2022-08-23,2104.019710260572
2022-08-24,2120.0287049379635
2022-08-25,2136.6995809873565
2022-08-26,2154.005778368727
2022-08-27,2171.92073704205
2022-08-28,2190.4178969673007
2022-08-29,2209.4706981044556
2022-08-30,2229.052580413489
2022-08-31,2249.1369838543783
2022-09-01,2269.697348387097
2022-09-02,2290.7071139716213
2022-09-03,2312.1397205679277
2022-09-04,2333.9686081359905
2022-09-05,2356.167216635786
2022-09-06,2378.7089860272895
2022-09-07,2401.567356270476
2022-09-08,2424.715767325322
2022-09-09,2448.127659151802
2022-09-10,2471.776471709893
2022-09-11,2495.635644959569
2022-09-12,2519.6786188608057
2022-09-13,2543.87883337358
2022-09-14,2568.209728457866
2022-09-15,2592.6447440736397
2022-09-16,2617.1573201808765
2022-09-17,2641.7208967395522
2022-09-18,2666.308913709643
2022-09-19,2690.894811051123
