Date,Open,High,Low,Close,Adj Close,Volume
20/1/2020,6.8587,6.8659,6.8398,6.8587,6.8587,0
21/1/2020,6.8658,6.908,6.8658,6.8658,6.8658,0
22/1/2020,6.9048,6.9162,6.888,6.9048,6.9048,0
23/1/2020,6.9057,6.9357,6.9057,6.9057,6.9057,0
24/1/2020,6.9356,6.9357,6.9356,6.9356,6.9356,0
27/1/2020,6.9357,6.9357,6.9352,6.9357,6.9357,0
28/1/2020,6.9357,6.9358,6.9357,6.9357,6.9357,0
29/1/2020,6.9357,6.9358,6.9357,6.9357,6.9357,0
30/1/2020,6.9357,6.9358,6.9357,6.9357,6.9357,0
31/1/2020,6.9357,6.9358,6.9357,6.9357,6.9357,0
3/2/2020,6.9357,7.0246,6.9356,6.9357,6.9357,0
4/2/2020,7.0206,7.0232,6.9828,7.0206,7.0206,0
5/2/2020,6.9975,7.0058,6.9691,6.9975,6.9975,0
6/2/2020,6.9728,6.9812,6.9521,6.9728,6.9728,0
7/2/2020,6.9698,7.0014,6.9698,6.9698,6.9698,0
10/2/2020,7.0006,7.0013,6.9736,7.0006,7.0006,0
11/2/2020,6.9835,6.9835,6.9616,6.9835,6.9835,0
12/2/2020,6.9649,6.9753,6.9583,6.9649,6.9649,0
13/2/2020,6.971,6.9844,6.9686,6.971,6.971,0
14/2/2020,6.9764,6.9871,6.972,6.9764,6.9764,0
17/2/2020,6.9861,6.9861,6.9703,6.9861,6.9861,0
18/2/2020,6.9793,7.0059,6.9791,6.9793,6.9793,0
19/2/2020,6.9962,7.0063,6.9835,6.9962,6.9962,0
20/2/2020,6.9972,7.0247,6.9972,6.9972,6.9972,0
21/2/2020,7.0224,7.0415,7.0191,7.0224,7.0224,0
24/2/2020,7.0261,7.0364,7.0211,7.0262,7.0262,0
25/2/2020,7.0284,7.0365,7.0033,7.0284,7.0284,0
26/2/2020,7.0364,7.0401,7.0094,7.0364,7.0364,0
27/2/2020,7.0398,7.0415,6.9998,7.0398,7.0398,0
28/2/2020,7.0035,7.0112,6.9738,7.0035,7.0035,0
2/3/2020,6.991,7.0001,6.9516,6.9909,6.9909,0
3/3/2020,6.9998,6.9999,6.9601,6.9998,6.9998,0
4/3/2020,6.961,6.9671,6.9133,6.961,6.961,0
5/3/2020,6.9654,6.9656,6.9256,6.9654,6.9654,0
6/3/2020,6.936,6.9568,6.918,6.936,6.936,0
9/3/2020,6.9311,6.9528,6.9216,6.9311,6.9311,0
