Date,Interpolated Value
2021-07-07,1918.8998732570237
2021-07-08,1928.0194811654526
2021-07-09,1937.1390890738812
2021-07-10,1946.25869698231
2021-07-11,1955.3783048907387
2021-07-12,1964.4979127991674
2021-07-13,1973.6175207075962
2021-07-14,1982.7371286160248
2021-07-15,1991.8567365244535
2021-07-16,2000.9763444328823
2021-07-17,2010.095952341311
2021-07-18,2019.2155602497398
2021-07-19,2028.3351681581685
2021-07-20,2037.454776066597
2021-07-21,2046.574383975026
2021-07-22,2055.6939918834546
2021-07-23,2064.8135997918835
2021-07-24,2073.933207700312
2021-07-25,2083.0528156087407
2021-07-26,2092.1724235171696
2021-07-27,2101.2920314255985
2021-07-28,2110.411639334027
2021-07-29,2119.5312472424557
2021-07-30,2128.6508551508846
2021-07-31,2137.770463059313
2021-08-01,2146.890070967742
2021-08-02,2145.951118626431
2021-08-03,2145.0121662851197
2021-08-04,2144.0732139438087
2021-08-05,2143.134261602497
2021-08-06,2142.195309261186
2021-08-07,2141.256356919875
2021-08-08,2140.317404578564
2021-08-09,2139.378452237253
2021-08-10,2138.439499895942
2021-08-11,2137.5005475546304
2021-08-12,2136.5615952133194
2021-08-13,2135.6226428720083
2021-08-14,2134.6836905306973
2021-08-15,2133.744738189386
2021-08-16,2132.805785848075
2021-08-17,2131.8668335067637
2021-08-18,2130.9278811654526
2021-08-19,2129.9889288241416
2021-08-20,2129.0499764828305
2021-08-21,2128.1110241415195
2021-08-22,2127.1720718002084
2021-08-23,2126.233119458897
2021-08-24,2125.294167117586
2021-08-25,2124.355214776275
2021-08-26,2123.4162624349638
2021-08-27,2122.4773100936527
2021-08-28,2121.5383577523417
2021-08-29,2120.59940541103
2021-08-30,2119.660453069719
2021-08-31,2118.721500728408
2021-09-01,2117.782548387097
2021-09-02,2145.241017526882
2021-09-03,2172.699486666667
2021-09-04,2200.157955806452
2021-09-05,2227.6164249462367
2021-09-06,2255.0748940860217
2021-09-07,2282.5333632258066
2021-09-08,2309.9918323655916
2021-09-09,2337.4503015053765
2021-09-10,2364.9087706451614
2021-09-11,2392.3672397849464
2021-09-12,2419.8257089247313
2021-09-13,2447.2841780645163
2021-09-14,2474.742647204301
2021-09-15,2502.201116344086
2021-09-16,2529.659585483871
2021-09-17,2557.118054623656
2021-09-18,2584.576523763441
2021-09-19,2612.034992903226
2021-09-20,2639.493462043011
2021-09-21,2666.9519311827958
2021-09-22,2694.4104003225807
2021-09-23,2721.8688694623656
2021-09-24,2749.3273386021506
2021-09-25,2776.7858077419355
2021-09-26,2804.2442768817205
2021-09-27,2831.7027460215054
2021-09-28,2859.1612151612903
2021-09-29,2886.6196843010753
2021-09-30,2914.07815344086
2021-10-01,2941.536622580645
2021-10-02,2942.7886073881373
2021-10-03,2944.0405921956294
2021-10-04,2945.2925770031216
2021-10-05,2946.544561810614
2021-10-06,2947.7965466181063
2021-10-07,2949.0485314255984
2021-10-08,2950.3005162330905
2021-10-09,2951.5525010405827
2021-10-10,2952.804485848075
2021-10-11,2954.0564706555674
2021-10-12,2955.3084554630595
2021-10-13,2956.5604402705517
2021-10-14,2957.812425078044
2021-10-15,2959.064409885536
2021-10-16,2960.316394693028
2021-10-17,2961.5683795005207
2021-10-18,2962.820364308013
2021-10-19,2964.072349115505
2021-10-20,2965.324333922997
2021-10-21,2966.576318730489
2021-10-22,2967.8283035379814
2021-10-23,2969.080288345474
2021-10-24,2970.332273152966
2021-10-25,2971.584257960458
2021-10-26,2972.8362427679504
2021-10-27,2974.0882275754425
2021-10-28,2975.3402123829346
2021-10-29,2976.592197190427
2021-10-30,2977.8441819979193
2021-10-31,2979.0961668054115
2021-11-01,2980.3481516129036
2021-11-02,2994.393758602151
2021-11-03,3008.439365591398
2021-11-04,3022.4849725806457
2021-11-05,3036.530579569893
2021-11-06,3050.5761865591403
2021-11-07,3064.6217935483874
2021-11-08,3078.667400537635
2021-11-09,3092.713007526882
2021-11-10,3106.7586145161295
2021-11-11,3120.8042215053765
2021-11-12,3134.849828494624
2021-11-13,3148.895435483871
2021-11-14,3162.9410424731186
2021-11-15,3176.9866494623657
2021-11-16,3191.032256451613
2021-11-17,3205.0778634408607
2021-11-18,3219.123470430108
2021-11-19,3233.1690774193553
2021-11-20,3247.2146844086024
2021-11-21,3261.26029139785
2021-11-22,3275.305898387097
2021-11-23,3289.3515053763444
2021-11-24,3303.3971123655915
2021-11-25,3317.442719354839
2021-11-26,3331.488326344086
2021-11-27,3345.5339333333336
2021-11-28,3359.579540322581
2021-11-29,3373.625147311828
2021-11-30,3387.6707543010752
2021-12-01,3401.7163612903228
2021-12-02,3404.1005351716963
2021-12-03,3406.4847090530698
2021-12-04,3408.8688829344433
2021-12-05,3411.253056815817
2021-12-06,3413.6372306971907
2021-12-07,3416.021404578564
2021-12-08,3418.4055784599377
2021-12-09,3420.789752341311
2021-12-10,3423.1739262226847
2021-12-11,3425.558100104058
2021-12-12,3427.9422739854317
2021-12-13,3430.3264478668057
2021-12-14,3432.710621748179
2021-12-15,3435.0947956295527
2021-12-16,3437.478969510926
2021-12-17,3439.8631433922997
2021-12-18,3442.247317273673
2021-12-19,3444.6314911550467
2021-12-20,3447.01566503642
2021-12-21,3449.399838917794
2021-12-22,3451.7840127991676
2021-12-23,3454.168186680541
2021-12-24,3456.5523605619146
2021-12-25,3458.936534443288
2021-12-26,3461.3207083246616
2021-12-27,3463.704882206035
2021-12-28,3466.0890560874086
2021-12-29,3468.4732299687826
2021-12-30,3470.857403850156
2021-12-31,3473.2415777315296
2022-01-01,3475.625751612903
2022-01-02,3483.8154945889696
2022-01-03,3492.005237565036
2022-01-04,3500.1949805411027
2022-01-05,3508.3847235171693
2022-01-06,3516.574466493236
2022-01-07,3524.764209469303
2022-01-08,3532.9539524453694
2022-01-09,3541.143695421436
2022-01-10,3549.3334383975025
2022-01-11,3557.523181373569
2022-01-12,3565.7129243496356
2022-01-13,3573.902667325702
2022-01-14,3582.0924103017687
2022-01-15,3590.2821532778353
2022-01-16,3598.471896253902
2022-01-17,3606.661639229969
2022-01-18,3614.8513822060354
2022-01-19,3623.041125182102
2022-01-20,3631.2308681581685
2022-01-21,3639.420611134235
2022-01-22,3647.6103541103016
2022-01-23,3655.800097086368
2022-01-24,3663.9898400624347
2022-01-25,3672.1795830385013
2022-01-26,3680.369326014568
2022-01-27,3688.559068990635
2022-01-28,3696.7488119667014
2022-01-29,3704.938554942768
2022-01-30,3713.1282979188345
2022-01-31,3721.318040894901
2022-02-01,3729.5077838709676
2022-02-02,3709.2778792626727
2022-02-03,3689.047974654378
2022-02-04,3668.818070046083
2022-02-05,3648.588165437788
2022-02-06,3628.358260829493
2022-02-07,3608.128356221198
2022-02-08,3587.898451612903
2022-02-09,3567.668547004608
2022-02-10,3547.4386423963133
2022-02-11,3527.2087377880184
2022-02-12,3506.9788331797236
2022-02-13,3486.7489285714287
2022-02-14,3466.519023963134
2022-02-15,3446.2891193548385
2022-02-16,3426.0592147465436
2022-02-17,3405.8293101382487
2022-02-18,3385.599405529954
2022-02-19,3365.369500921659
2022-02-20,3345.139596313364
2022-02-21,3324.9096917050692
2022-02-22,3304.6797870967744
2022-02-23,3284.4498824884795
2022-02-24,3264.219977880184
2022-02-25,3243.9900732718893
2022-02-26,3223.7601686635944
2022-02-27,3203.5302640552995
2022-02-28,3183.3003594470047
2022-03-01,3163.07045483871
2022-03-02,3165.609997918835
2022-03-03,3168.1495409989593
2022-03-04,3170.6890840790843
2022-03-05,3173.2286271592093
2022-03-06,3175.7681702393343
2022-03-07,3178.307713319459
2022-03-08,3180.847256399584
2022-03-09,3183.3867994797088
2022-03-10,3185.9263425598338
2022-03-11,3188.4658856399583
2022-03-12,3191.0054287200833
2022-03-13,3193.5449718002083
2022-03-14,3196.0845148803332
2022-03-15,3198.624057960458
2022-03-16,3201.1636010405828
2022-03-17,3203.7031441207077
2022-03-18,3206.2426872008327
2022-03-19,3208.7822302809573
2022-03-20,3211.3217733610823
2022-03-21,3213.8613164412072
2022-03-22,3216.400859521332
2022-03-23,3218.9404026014568
2022-03-24,3221.4799456815817
2022-03-25,3224.0194887617067
2022-03-26,3226.5590318418317
2022-03-27,3229.0985749219562
2022-03-28,3231.6381180020812
2022-03-29,3234.177661082206
2022-03-30,3236.717204162331
2022-03-31,3239.2567472424557
2022-04-01,3241.7962903225807
2022-04-02,3227.3408222580647
2022-04-03,3212.8853541935487
2022-04-04,3198.429886129032
2022-04-05,3183.974418064516
2022-04-06,3169.51895
2022-04-07,3155.063481935484
2022-04-08,3140.6080138709676
2022-04-09,3126.1525458064516
2022-04-10,3111.6970777419356
2022-04-11,3097.2416096774195
2022-04-12,3082.786141612903
2022-04-13,3068.330673548387
2022-04-14,3053.875205483871
2022-04-15,3039.419737419355
2022-04-16,3024.9642693548385
2022-04-17,3010.5088012903225
2022-04-18,2996.0533332258065
2022-04-19,2981.5978651612904
2022-04-20,2967.1423970967744
2022-04-21,2952.686929032258
2022-04-22,2938.231460967742
2022-04-23,2923.775992903226
2022-04-24,2909.32052483871
2022-04-25,2894.8650567741934
2022-04-26,2880.4095887096773
2022-04-27,2865.9541206451613
2022-04-28,2851.4986525806453
2022-04-29,2837.0431845161293
2022-04-30,2822.587716451613
2022-05-01,2808.1322483870968
2022-05-02,2793.2321049947973
2022-05-03,2778.3319616024974
2022-05-04,2763.431818210198
2022-05-05,2748.531674817898
2022-05-06,2733.6315314255985
2022-05-07,2718.7313880332986
2022-05-08,2703.831244640999
2022-05-09,2688.931101248699
2022-05-10,2674.0309578563997
2022-05-11,2659.1308144641
2022-05-12,2644.2306710718003
2022-05-13,2629.3305276795004
2022-05-14,2614.430384287201
2022-05-15,2599.530240894901
2022-05-16,2584.6300975026015
2022-05-17,2569.7299541103016
2022-05-18,2554.829810718002
2022-05-19,2539.929667325702
2022-05-20,2525.0295239334027
2022-05-21,2510.129380541103
2022-05-22,2495.2292371488033
2022-05-23,2480.3290937565034
2022-05-24,2465.428950364204
2022-05-25,2450.528806971904
2022-05-26,2435.6286635796046
2022-05-27,2420.7285201873046
2022-05-28,2405.828376795005
2022-05-29,2390.9282334027057
2022-05-30,2376.028090010406
2022-05-31,2361.127946618106
2022-06-01,2346.2278032258064
2022-06-02,2346.7174184946234
2022-06-03,2347.207033763441
2022-06-04,2347.696649032258
2022-06-05,2348.186264301075
2022-06-06,2348.6758795698925
2022-06-07,2349.1654948387095
2022-06-08,2349.655110107527
2022-06-09,2350.144725376344
2022-06-10,2350.634340645161
2022-06-11,2351.1239559139785
2022-06-12,2351.6135711827956
2022-06-13,2352.1031864516126
2022-06-14,2352.59280172043
2022-06-15,2353.082416989247
2022-06-16,2353.5720322580646
2022-06-17,2354.0616475268816
2022-06-18,2354.5512627956987
2022-06-19,2355.040878064516
2022-06-20,2355.530493333333
2022-06-21,2356.0201086021502
2022-06-22,2356.5097238709677
2022-06-23,2356.9993391397848
2022-06-24,2357.488954408602
2022-06-25,2357.9785696774193
2022-06-26,2358.4681849462363
2022-06-27,2358.957800215054
2022-06-28,2359.447415483871
2022-06-29,2359.937030752688
2022-06-30,2360.4266460215053
2022-07-01,2360.9162612903224
2022-07-02,2348.174636316337
2022-07-03,2335.4330113423516
2022-07-04,2322.6913863683662
2022-07-05,2309.949761394381
2022-07-06,2297.2081364203955
2022-07-07,2284.4665114464096
2022-07-08,2271.7248864724243
2022-07-09,2258.983261498439
2022-07-10,2246.2416365244535
2022-07-11,2233.500011550468
2022-07-12,2220.7583865764827
2022-07-13,2208.0167616024974
2022-07-14,2195.275136628512
2022-07-15,2182.5335116545266
2022-07-16,2169.791886680541
2022-07-17,2157.0502617065554
2022-07-18,2144.30863673257
2022-07-19,2131.5670117585846
2022-07-20,2118.8253867845992
2022-07-21,2106.083761810614
2022-07-22,2093.3421368366285
2022-07-23,2080.600511862643
2022-07-24,2067.8588868886577
2022-07-25,2055.1172619146723
2022-07-26,2042.3756369406867
2022-07-27,2029.6340119667013
2022-07-28,2016.892386992716
2022-07-29,2004.1507620187303
2022-07-30,1991.409137044745
2022-07-31,1978.6675120707596
2022-08-01,1965.9258870967742
2022-08-02,1975.978515608741
2022-08-03,1986.0311441207075
2022-08-04,1996.0837726326743
2022-08-05,2006.136401144641
2022-08-06,2016.1890296566078
2022-08-07,2026.2416581685743
2022-08-08,2036.294286680541
2022-08-09,2046.3469151925078
2022-08-10,2056.3995437044746
2022-08-11,2066.4521722164413
2022-08-12,2076.504800728408
2022-08-13,2086.5574292403744
2022-08-14,2096.610057752341
2022-08-15,2106.662686264308
2022-08-16,2116.7153147762747
2022-08-17,2126.7679432882414
2022-08-18,2136.820571800208
2022-08-19,2146.873200312175
