Date,Interpolated Demand,Interpolated Total Value
2021-08-17,33468.65330905307,1373841459.893923
2021-08-18,33684.78992715921,1383458898.8862853
2021-08-19,33900.92654526535,1393076337.8786473
2021-08-20,34117.06316337149,1402693776.8710096
2021-08-21,34333.199781477626,1412311215.8633716
2021-08-22,34549.33639958377,1421928654.8557339
2021-08-23,34765.47301768991,1431546093.848096
2021-08-24,34981.60963579605,1441163532.840458
2021-08-25,35197.74625390219,1450780971.8328202
2021-08-26,35413.882872008326,1460398410.8251822
2021-08-27,35630.019490114464,1470015849.8175445
2021-08-28,35846.1561082206,1479633288.8099065
2021-08-29,36062.29272632675,1489250727.8022687
2021-08-30,36278.42934443289,1498868166.7946308
2021-08-31,36494.565962539025,1508485605.786993
2021-09-01,36710.702580645164,1518103044.779355
2021-09-02,36582.72817204301,1510587534.9672797
2021-09-03,36454.753763440865,1503072025.1552045
2021-09-04,36326.77935483871,1495556515.3431292
2021-09-05,36198.80494623656,1488041005.531054
2021-09-06,36070.83053763441,1480525495.7189786
2021-09-07,35942.85612903226,1473009985.9069035
2021-09-08,35814.88172043011,1465494476.0948281
2021-09-09,35686.907311827956,1457978966.2827528
2021-09-10,35558.93290322581,1450463456.4706776
2021-09-11,35430.95849462366,1442947946.6586022
2021-09-12,35302.984086021504,1435432436.846527
2021-09-13,35175.00967741936,1427916927.0344517
2021-09-14,35047.035268817206,1420401417.2223766
2021-09-15,34919.06086021505,1412885907.4103012
2021-09-16,34791.08645161291,1405370397.598226
2021-09-17,34663.112043010755,1397854887.7861507
2021-09-18,34535.1376344086,1390339377.9740753
2021-09-19,34407.16322580645,1382823868.1620002
2021-09-20,34279.1888172043,1375308358.3499248
2021-09-21,34151.21440860215,1367792848.5378497
2021-09-22,34023.24,1360277338.7257743
2021-09-23,33895.26559139785,1352761828.9136992
2021-09-24,33767.2911827957,1345246319.1016238
2021-09-25,33639.31677419355,1337730809.2895484
2021-09-26,33511.342365591394,1330215299.4774733
2021-09-27,33383.36795698925,1322699789.665398
2021-09-28,33255.393548387096,1315184279.8533227
2021-09-29,33127.41913978494,1307668770.0412474
2021-09-30,32999.4447311828,1300153260.2291722
2021-10-01,32871.470322580644,1292637750.4170969
2021-10-02,33025.2391987513,1299413743.7764828
2021-10-03,33179.008074921956,1306189737.135869
2021-10-04,33332.77695109261,1312965730.495255
2021-10-05,33486.54582726327,1319741723.8546412
2021-10-06,33640.31470343392,1326517717.2140272
2021-10-07,33794.08357960458,1333293710.5734131
2021-10-08,33947.85245577523,1340069703.9327993
2021-10-09,34101.62133194589,1346845697.2921853
2021-10-10,34255.39020811654,1353621690.6515713
2021-10-11,34409.1590842872,1360397684.0109575
2021-10-12,34562.927960457855,1367173677.3703434
2021-10-13,34716.69683662851,1373949670.7297297
2021-10-14,34870.46571279917,1380725664.0891156
2021-10-15,35024.23458896982,1387501657.4485016
2021-10-16,35178.00346514048,1394277650.8078878
2021-10-17,35331.77234131113,1401053644.1672738
2021-10-18,35485.54121748179,1407829637.52666
2021-10-19,35639.31009365244,1414605630.886046
2021-10-20,35793.0789698231,1421381624.245432
2021-10-21,35946.847845993754,1428157617.604818
2021-10-22,36100.616722164414,1434933610.964204
2021-10-23,36254.385598335066,1441709604.3235903
2021-10-24,36408.15447450572,1448485597.6829762
2021-10-25,36561.92335067638,1455261591.0423622
2021-10-26,36715.69222684703,1462037584.4017484
2021-10-27,36869.46110301769,1468813577.7611344
2021-10-28,37023.22997918834,1475589571.1205206
2021-10-29,37176.998855359,1482365564.4799066
2021-10-30,37330.76773152965,1489141557.8392925
2021-10-31,37484.53660770031,1495917551.1986787
2021-11-01,37638.305483870965,1502693544.5580647
2021-11-02,37897.82820430107,1514166805.8172367
2021-11-03,38157.35092473118,1525640067.0764089
2021-11-04,38416.873645161286,1537113328.3355808
2021-11-05,38676.3963655914,1548586589.5947528
2021-11-06,38935.9190860215,1560059850.853925
2021-11-07,39195.441806451614,1571533112.113097
2021-11-08,39454.96452688172,1583006373.372269
2021-11-09,39714.48724731182,1594479634.631441
2021-11-10,39974.009967741935,1605952895.890613
2021-11-11,40233.53268817204,1617426157.149785
2021-11-12,40493.05540860215,1628899418.4089572
2021-11-13,40752.578129032256,1640372679.6681292
2021-11-14,41012.10084946237,1651845940.9273012
2021-11-15,41271.62356989247,1663319202.1864734
2021-11-16,41531.14629032258,1674792463.4456453
2021-11-17,41790.66901075269,1686265724.7048173
2021-11-18,42050.19173118279,1697738985.9639895
2021-11-19,42309.714451612905,1709212247.2231615
2021-11-20,42569.23717204301,1720685508.4823334
2021-11-21,42828.75989247312,1732158769.7415056
2021-11-22,43088.282612903226,1743632031.0006776
2021-11-23,43347.80533333334,1755105292.2598495
2021-11-24,43607.32805376344,1766578553.5190217
2021-11-25,43866.85077419355,1778051814.7781937
2021-11-26,44126.37349462366,1789525076.037366
2021-11-27,44385.89621505376,1800998337.2965379
2021-11-28,44645.418935483875,1812471598.5557098
2021-11-29,44904.94165591398,1823944859.8148818
2021-11-30,45164.46437634408,1835418121.074054
2021-12-01,45423.987096774195,1846891382.333226
2021-12-02,45081.258813735694,1832957576.3762646
2021-12-03,44738.53053069719,1819023770.419303
2021-12-04,44395.80224765869,1805089964.4623415
2021-12-05,44053.07396462019,1791156158.50538
2021-12-06,43710.34568158169,1777222352.5484185
2021-12-07,43367.61739854319,1763288546.591457
2021-12-08,43024.88911550469,1749354740.6344955
2021-12-09,42682.16083246618,1735420934.6775339
2021-12-10,42339.43254942768,1721487128.7205725
2021-12-11,41996.70426638918,1707553322.7636108
2021-12-12,41653.975983350676,1693619516.8066494
2021-12-13,41311.247700312175,1679685710.849688
2021-12-14,40968.519417273674,1665751904.8927264
2021-12-15,40625.79113423517,1651818098.935765
2021-12-16,40283.06285119667,1637884292.9788034
2021-12-17,39940.33456815817,1623950487.021842
2021-12-18,39597.60628511967,1610016681.0648804
2021-12-19,39254.87800208117,1596082875.107919
2021-12-20,38912.14971904267,1582149069.1509573
2021-12-21,38569.421436004166,1568215263.193996
2021-12-22,38226.693152965665,1554281457.2370343
2021-12-23,37883.964869927164,1540347651.280073
2021-12-24,37541.236586888655,1526413845.3231115
2021-12-25,37198.50830385016,1512480039.36615
2021-12-26,36855.78002081165,1498546233.4091885
2021-12-27,36513.05173777316,1484612427.4522269
2021-12-28,36170.32345473465,1470678621.4952655
2021-12-29,35827.59517169615,1456744815.5383039
2021-12-30,35484.86688865765,1442811009.5813425
2021-12-31,35142.13860561915,1428877203.624381
2022-01-01,34799.41032258065,1414943397.6674194
2022-01-02,34690.72655567118,1410507271.8459523
2022-01-03,34582.042788761704,1406071146.0244849
2022-01-04,34473.35902185224,1401635020.2030177
2022-01-05,34364.67525494277,1397198894.3815506
2022-01-06,34255.9914880333,1392762768.5600834
2022-01-07,34147.30772112383,1388326642.738616
2022-01-08,34038.62395421436,1383890516.9171488
2022-01-09,33929.94018730489,1379454391.0956817
2022-01-10,33821.256420395424,1375018265.2742145
2022-01-11,33712.57265348595,1370582139.452747
2022-01-12,33603.88888657648,1366146013.63128
2022-01-13,33495.205119667015,1361709887.8098128
2022-01-14,33386.52135275755,1357273761.9883456
2022-01-15,33277.83758584807,1352837636.1668782
2022-01-16,33169.153818938605,1348401510.345411
2022-01-17,33060.47005202914,1343965384.523944
2022-01-18,32951.78628511967,1339529258.7024767
2022-01-19,32843.102518210195,1335093132.8810093
2022-01-20,32734.418751300727,1330657007.0595422
2022-01-21,32625.73498439126,1326220881.238075
2022-01-22,32517.05121748179,1321784755.4166079
2022-01-23,32408.36745057232,1317348629.5951405
2022-01-24,32299.68368366285,1312912503.7736733
2022-01-25,32190.999916753382,1308476377.9522061
2022-01-26,32082.31614984391,1304040252.130739
2022-01-27,31973.632382934444,1299604126.3092716
2022-01-28,31864.948616024973,1295168000.4878044
2022-01-29,31756.264849115505,1290731874.6663373
2022-01-30,31647.581082206034,1286295748.84487
2022-01-31,31538.897315296563,1281859623.0234027
2022-02-01,31430.213548387095,1277423497.2019355
2022-02-02,32010.5839516129,1300353244.3541474
2022-02-03,32590.95435483871,1323282991.5063596
2022-02-04,33171.32475806451,1346212738.6585715
2022-02-05,33751.69516129032,1369142485.8107834
2022-02-06,34332.065564516124,1392072232.9629953
2022-02-07,34912.435967741934,1415001980.1152074
2022-02-08,35492.80637096774,1437931727.2674193
2022-02-09,36073.17677419355,1460861474.4196312
2022-02-10,36653.54717741935,1483791221.5718431
2022-02-11,37233.91758064516,1506720968.7240553
2022-02-12,37814.28798387096,1529650715.8762672
2022-02-13,38394.65838709677,1552580463.028479
2022-02-14,38975.028790322576,1575510210.1806912
2022-02-15,39555.39919354838,1598439957.3329031
2022-02-16,40135.76959677419,1621369704.485115
2022-02-17,40716.14,1644299451.6373272
2022-02-18,41296.5104032258,1667229198.789539
2022-02-19,41876.880806451605,1690158945.941751
2022-02-20,42457.251209677415,1713088693.093963
2022-02-21,43037.621612903225,1736018440.2461748
2022-02-22,43617.99201612903,1758948187.398387
2022-02-23,44198.36241935483,1781877934.5505989
2022-02-24,44778.73282258064,1804807681.7028108
2022-02-25,45359.103225806444,1827737428.855023
2022-02-26,45939.473629032254,1850667176.0072348
2022-02-27,46519.84403225806,1873596923.1594467
2022-02-28,47100.21443548387,1896526670.3116589
2022-03-01,47680.58483870967,1919456417.4638708
2022-03-02,47214.34979188345,1901185883.6452756
2022-03-03,46748.114745057224,1882915349.8266804
2022-03-04,46281.879698231,1864644816.0080853
2022-03-05,45815.64465140478,1846374282.1894898
2022-03-06,45349.409604578555,1828103748.3708947
2022-03-07,44883.17455775233,1809833214.5522995
2022-03-08,44416.93951092611,1791562680.7337043
2022-03-09,43950.704464099894,1773292146.9151092
2022-03-10,43484.46941727366,1755021613.096514
2022-03-11,43018.23437044745,1736751079.2779188
2022-03-12,42551.999323621225,1718480545.4593234
2022-03-13,42085.764276795,1700210011.6407282
2022-03-14,41619.52922996878,1681939477.822133
2022-03-15,41153.294183142556,1663668944.003538
2022-03-16,40687.05913631633,1645398410.1849427
2022-03-17,40220.82408949011,1627127876.3663473
2022-03-18,39754.58904266389,1608857342.5477521
2022-03-19,39288.353995837664,1590586808.729157
2022-03-20,38822.11894901144,1572316274.9105618
2022-03-21,38355.88390218522,1554045741.0919666
2022-03-22,37889.648855358995,1535775207.2733715
2022-03-23,37423.41380853277,1517504673.4547763
2022-03-24,36957.17876170656,1499234139.6361809
2022-03-25,36490.943714880326,1480963605.8175857
2022-03-26,36024.70866805411,1462693071.9989905
2022-03-27,35558.47362122788,1444422538.1803954
2022-03-28,35092.238574401665,1426152004.3618002
2022-03-29,34626.00352757544,1407881470.5432048
2022-03-30,34159.76848074922,1389610936.7246099
2022-03-31,33693.533433922996,1371340402.9060144
2022-04-01,33227.29838709677,1353069869.0874193
2022-04-02,33348.47027956989,1357925407.283688
2022-04-03,33469.64217204301,1362780945.4799569
2022-04-04,33590.814064516126,1367636483.6762257
2022-04-05,33711.98595698924,1372492021.8724945
2022-04-06,33833.15784946237,1377347560.0687633
2022-04-07,33954.329741935486,1382203098.2650323
2022-04-08,34075.5016344086,1387058636.461301
2022-04-09,34196.67352688172,1391914174.65757
2022-04-10,34317.84541935484,1396769712.8538387
2022-04-11,34439.017311827956,1401625251.0501075
2022-04-12,34560.189204301074,1406480789.2463763
2022-04-13,34681.36109677419,1411336327.442645
2022-04-14,34802.53298924731,1416191865.6389139
2022-04-15,34923.70488172043,1421047403.8351827
2022-04-16,35044.876774193544,1425902942.0314517
2022-04-17,35166.04866666667,1430758480.2277205
2022-04-18,35287.22055913979,1435614018.4239893
2022-04-19,35408.392451612905,1440469556.620258
2022-04-20,35529.56434408602,1445325094.816527
2022-04-21,35650.73623655914,1450180633.0127957
2022-04-22,35771.90812903226,1455036171.2090645
2022-04-23,35893.080021505375,1459891709.4053333
2022-04-24,36014.25191397849,1464747247.601602
2022-04-25,36135.42380645161,1469602785.7978709
2022-04-26,36256.595698924735,1474458323.99414
2022-04-27,36377.76759139785,1479313862.1904087
2022-04-28,36498.93948387097,1484169400.3866775
2022-04-29,36620.11137634409,1489024938.5829463
2022-04-30,36741.283268817206,1493880476.779215
2022-05-01,36862.45516129032,1498736014.975484
2022-05-02,37145.90760665973,1509848644.7675755
2022-05-03,37429.36005202914,1520961274.559667
2022-05-04,37712.81249739855,1532073904.3517585
2022-05-05,37996.26494276795,1543186534.14385
2022-05-06,38279.71738813736,1554299163.9359417
2022-05-07,38563.16983350676,1565411793.7280333
2022-05-08,38846.62227887617,1576524423.520125
2022-05-09,39130.07472424558,1587637053.3122165
2022-05-10,39413.52716961499,1598749683.1043081
2022-05-11,39696.97961498439,1609862312.8963995
2022-05-12,39980.4320603538,1620974942.688491
2022-05-13,40263.8845057232,1632087572.4805827
2022-05-14,40547.33695109261,1643200202.2726743
2022-05-15,40830.789396462016,1654312832.064766
2022-05-16,41114.24184183143,1665425461.8568573
2022-05-17,41397.69428720083,1676538091.648949
2022-05-18,41681.14673257024,1687650721.4410405
2022-05-19,41964.59917793964,1698763351.2331321
2022-05-20,42248.05162330905,1709875981.0252237
2022-05-21,42531.504068678456,1720988610.8173153
2022-05-22,42814.956514047866,1732101240.609407
2022-05-23,43098.40895941727,1743213870.4014983
2022-05-24,43381.86140478668,1754326500.19359
2022-05-25,43665.31385015608,1765439129.9856815
2022-05-26,43948.76629552549,1776551759.7777731
2022-05-27,44232.218740894896,1787664389.5698647
2022-05-28,44515.671186264306,1798777019.3619561
2022-05-29,44799.123631633716,1809889649.154048
2022-05-30,45082.57607700312,1821002278.9461393
2022-05-31,45366.02852237252,1832114908.738231
2022-06-01,45649.48096774193,1843227538.5303226
2022-06-02,45484.78774193548,1835199885.3045483
2022-06-03,45320.09451612903,1827172232.0787742
2022-06-04,45155.40129032258,1819144578.853
2022-06-05,44990.708064516126,1811116925.6272259
2022-06-06,44826.01483870967,1803089272.4014516
2022-06-07,44661.32161290322,1795061619.1756773
2022-06-08,44496.628387096775,1787033965.9499032
2022-06-09,44331.93516129032,1779006312.724129
2022-06-10,44167.241935483864,1770978659.498355
2022-06-11,44002.548709677416,1762951006.2725806
2022-06-12,43837.85548387097,1754923353.0468063
2022-06-13,43673.16225806451,1746895699.8210323
2022-06-14,43508.46903225806,1738868046.595258
2022-06-15,43343.77580645161,1730840393.369484
2022-06-16,43179.08258064516,1722812740.1437097
2022-06-17,43014.389354838706,1714785086.9179354
2022-06-18,42849.69612903225,1706757433.6921613
2022-06-19,42685.0029032258,1698729780.466387
2022-06-20,42520.309677419355,1690702127.240613
2022-06-21,42355.6164516129,1682674474.0148387
2022-06-22,42190.923225806444,1674646820.7890644
2022-06-23,42026.229999999996,1666619167.5632904
2022-06-24,41861.53677419355,1658591514.337516
2022-06-25,41696.84354838709,1650563861.111742
2022-06-26,41532.15032258064,1642536207.8859677
2022-06-27,41367.45709677419,1634508554.6601934
2022-06-28,41202.76387096774,1626480901.4344194
2022-06-29,41038.070645161286,1618453248.208645
2022-06-30,40873.37741935483,1610425594.982871
2022-07-01,40708.68419354838,1602397941.7570968
2022-07-02,40716.03116545265,1603062326.167409
2022-07-03,40723.378137356915,1603726710.577721
2022-07-04,40730.725109261184,1604391094.9880333
2022-07-05,40738.07208116545,1605055479.3983455
2022-07-06,40745.419053069716,1605719863.8086576
2022-07-07,40752.76602497398,1606384248.2189698
2022-07-08,40760.11299687825,1607048632.629282
2022-07-09,40767.45996878252,1607713017.0395942
2022-07-10,40774.80694068678,1608377401.4499063
2022-07-11,40782.15391259105,1609041785.8602185
2022-07-12,40789.50088449531,1609706170.2705307
2022-07-13,40796.84785639958,1610370554.6808429
2022-07-14,40804.19482830385,1611034939.091155
2022-07-15,40811.54180020811,1611699323.5014672
2022-07-16,40818.88877211238,1612363707.9117794
2022-07-17,40826.235744016645,1613028092.3220916
2022-07-18,40833.582715920915,1613692476.7324038
2022-07-19,40840.92968782518,1614356861.142716
2022-07-20,40848.27665972945,1615021245.553028
2022-07-21,40855.623631633716,1615685629.9633403
2022-07-22,40862.97060353798,1616350014.3736525
2022-07-23,40870.31757544225,1617014398.7839646
2022-07-24,40877.66454734651,1617678783.1942768
2022-07-25,40885.01151925078,1618343167.604589
2022-07-26,40892.35849115505,1619007552.0149012
2022-07-27,40899.70546305931,1619671936.4252133
2022-07-28,40907.05243496358,1620336320.8355255
2022-07-29,40914.399406867844,1621000705.2458377
2022-07-30,40921.74637877211,1621665089.6561499
2022-07-31,40929.093350676376,1622329474.066462
2022-08-01,40936.440322580645,1622993858.4767742
2022-08-02,41199.37167533819,1635018957.631051
2022-08-03,41462.30302809573,1647044056.785328
2022-08-04,41725.234380853275,1659069155.9396045
2022-08-05,41988.165733610826,1671094255.0938814
2022-08-06,42251.09708636837,1683119354.2481582
2022-08-07,42514.02843912591,1695144453.402435
2022-08-08,42776.959791883455,1707169552.5567117
2022-08-09,43039.891144641,1719194651.7109885
2022-08-10,43302.82249739854,1731219750.8652654
2022-08-11,43565.753850156085,1743244850.0195422
2022-08-12,43828.68520291363,1755269949.173819
2022-08-13,44091.61655567118,1767295048.3280957
2022-08-14,44354.54790842872,1779320147.4823725
2022-08-15,44617.479261186265,1791345246.6366494
2022-08-16,44880.41061394381,1803370345.7909262
2022-08-17,45143.34196670135,1815395444.9452028
2022-08-18,45406.273319458895,1827420544.0994797
2022-08-19,45669.20467221644,1839445643.2537565
2022-08-20,45932.13602497398,1851470742.4080334
2022-08-21,46195.06737773153,1863495841.5623102
2022-08-22,46457.998730489075,1875520940.7165868
2022-08-23,46720.93008324662,1887546039.8708637
2022-08-24,46983.86143600416,1899571139.0251405
2022-08-25,47246.792788761704,1911596238.1794171
2022-08-26,47509.72414151925,1923621337.333694
2022-08-27,47772.6554942768,1935646436.4879708
2022-08-28,48035.58684703434,1947671535.6422477
2022-08-29,48298.518199791884,1959696634.7965245
2022-08-30,48561.44955254943,1971721733.9508014
2022-08-31,48824.38090530697,1983746833.105078
2022-09-01,49087.312258064514,1995771932.2593548
2022-09-02,48903.877075268814,1987696105.6978602
2022-09-03,48720.441892473114,1979620279.1363657
2022-09-04,48537.006709677415,1971544452.574871
2022-09-05,48353.57152688172,1963468626.0133762
2022-09-06,48170.13634408602,1955392799.4518816
2022-09-07,47986.70116129032,1947316972.890387
2022-09-08,47803.26597849462,1939241146.3288925
2022-09-09,47619.83079569892,1931165319.7673979
2022-09-10,47436.39561290322,1923089493.205903
2022-09-11,47252.96043010752,1915013666.6444085
2022-09-12,47069.52524731182,1906937840.0829139
2022-09-13,46886.09006451613,1898862013.5214193
2022-09-14,46702.65488172043,1890786186.9599247
2022-09-15,46519.21969892473,1882710360.39843
2022-09-16,46335.78451612903,1874634533.8369355
2022-09-17,46152.34933333333,1866558707.2754407
2022-09-18,45968.91415053763,1858482880.713946
2022-09-19,45785.47896774193,1850407054.1524515
2022-09-20,45602.04378494623,1842331227.590957
2022-09-21,45418.60860215054,1834255401.0294623
2022-09-22,45235.17341935484,1826179574.4679675
2022-09-23,45051.73823655914,1818103747.906473
2022-09-24,44868.30305376344,1810027921.3449783
2022-09-25,44684.86787096774,1801952094.7834837
2022-09-26,44501.43268817204,1793876268.2219892
2022-09-27,44317.99750537635,1785800441.6604946
2022-09-28,44134.56232258065,1777724615.099
2022-09-29,43951.12713978495,1769648788.5375051
2022-09-30,43767.69195698925,1761572961.9760106
2022-10-01,43584.25677419355,1753497135.414516
2022-10-02,43771.3997710718,1763295607.278106
2022-10-03,43958.54276795005,1773094079.141696
2022-10-04,44145.685764828304,1782892551.005286
2022-10-05,44332.82876170656,1792691022.868876
2022-10-06,44519.971758584805,1802489494.732466
2022-10-07,44707.11475546306,1812287966.596056
2022-10-08,44894.25775234131,1822086438.459646
2022-10-09,45081.40074921956,1831884910.323236
2022-10-10,45268.543746097814,1841683382.1868262
2022-10-11,45455.68674297607,1851481854.0504162
2022-10-12,45642.829739854315,1861280325.9140062
2022-10-13,45829.97273673257,1871078797.7775962
2022-10-14,46017.11573361082,1880877269.6411862
2022-10-15,46204.25873048907,1890675741.5047762
2022-10-16,46391.40172736732,1900474213.3683662
2022-10-17,46578.54472424558,1910272685.2319562
2022-10-18,46765.68772112383,1920071157.0955462
2022-10-19,46952.83071800208,1929869628.9591362
2022-10-20,47139.97371488033,1939668100.8227262
2022-10-21,47327.11671175859,1949466572.6863163
2022-10-22,47514.25970863683,1959265044.5499063
2022-10-23,47701.40270551509,1969063516.4134963
2022-10-24,47888.54570239334,1978861988.2770863
2022-10-25,48075.68869927159,1988660460.1406765
2022-10-26,48262.83169614984,1998458932.0042663
2022-10-27,48449.974693028096,2008257403.8678565
2022-10-28,48637.11768990634,2018055875.7314465
2022-10-29,48824.2606867846,2027854347.5950365
2022-10-30,49011.40368366285,2037652819.4586265
2022-10-31,49198.5466805411,2047451291.3222165
2022-11-01,49385.68967741935,2057249763.1858065
2022-11-02,49783.6302688172,2072721564.4453657
2022-11-03,50181.57086021505,2088193365.7049248
2022-11-04,50579.5114516129,2103665166.964484
2022-11-05,50977.45204301075,2119136968.2240431
2022-11-06,51375.3926344086,2134608769.483602
2022-11-07,51773.33322580645,2150080570.743161
2022-11-08,52171.273817204295,2165552372.0027204
2022-11-09,52569.21440860215,2181024173.2622795
2022-11-10,52967.155,2196495974.5218387
2022-11-11,53365.09559139785,2211967775.781398
2022-11-12,53763.036182795695,2227439577.040957
2022-11-13,54160.97677419355,2242911378.300516
2022-11-14,54558.9173655914,2258383179.5600753
2022-11-15,54956.857956989246,2273854980.8196344
2022-11-16,55354.798548387094,2289326782.0791936
2022-11-17,55752.73913978494,2304798583.3387527
2022-11-18,56150.6797311828,2320270384.598312
2022-11-19,56548.620322580646,2335742185.857871
2022-11-20,56946.560913978494,2351213987.1174297
2022-11-21,57344.50150537634,2366685788.3769894
2022-11-22,57742.44209677419,2382157589.636548
2022-11-23,58140.382688172045,2397629390.896107
2022-11-24,58538.32327956989,2413101192.1556664
2022-11-25,58936.26387096774,2428572993.4152255
2022-11-26,59334.20446236559,2444044794.6747847
2022-11-27,59732.14505376344,2459516595.934344
2022-11-28,60130.08564516129,2474988397.193903
2022-11-29,60528.02623655914,2490460198.453462
2022-11-30,60925.96682795699,2505931999.7130213
2022-12-01,61323.90741935484,2521403800.9725804
2022-12-02,60757.704162330905,2498321649.1059937
2022-12-03,60191.50090530697,2475239497.2394066
2022-12-04,59625.297648283035,2452157345.37282
2022-12-05,59059.0943912591,2429075193.5062327
2022-12-06,58492.89113423517,2405993041.639646
2022-12-07,57926.68787721124,2382910889.7730594
2022-12-08,57360.4846201873,2359828737.906472
2022-12-09,56794.28136316337,2336746586.0398855
2022-12-10,56228.07810613944,2313664434.1732984
2022-12-11,55661.874849115506,2290582282.3067117
2022-12-12,55095.671592091574,2267500130.4401245
2022-12-13,54529.468335067635,2244417978.573538
2022-12-14,53963.2650780437,2221335826.706951
2022-12-15,53397.06182101977,2198253674.840364
2022-12-16,52830.85856399584,2175171522.9737773
2022-12-17,52264.65530697191,2152089371.10719
2022-12-18,51698.45204994797,2129007219.2406034
2022-12-19,51132.24879292404,2105925067.3740168
2022-12-20,50566.045535900106,2082842915.5074296
2022-12-21,49999.84227887617,2059760763.640843
2022-12-22,49433.63902185224,2036678611.774256
2022-12-23,48867.435764828304,2013596459.907669
2022-12-24,48301.23250780437,1990514308.0410821
2022-12-25,47735.02925078044,1967432156.1744952
2022-12-26,47168.8259937565,1944350004.3079085
2022-12-27,46602.62273673257,1921267852.4413216
2022-12-28,46036.41947970864,1898185700.5747347
2022-12-29,45470.21622268471,1875103548.7081478
2022-12-30,44904.012965660775,1852021396.8415608
2022-12-31,44337.809708636836,1828939244.9749742
2023-01-01,43771.606451612904,1805857093.1083872
2023-01-02,43769.1884703434,1806681405.1458795
2023-01-03,43766.77048907388,1807505717.1833715
2023-01-04,43764.352507804375,1808330029.2208638
2023-01-05,43761.93452653486,1809154341.258356
2023-01-06,43759.51654526535,1809978653.2958481
2023-01-07,43757.09856399584,1810802965.3333404
2023-01-08,43754.68058272633,1811627277.3708327
2023-01-09,43752.262601456816,1812451589.4083247
2023-01-10,43749.84462018731,1813275901.445817
2023-01-11,43747.426638917794,1814100213.483309
2023-01-12,43745.008657648286,1814924525.5208013
2023-01-13,43742.59067637877,1815748837.5582936
2023-01-14,43740.172695109264,1816573149.5957856
2023-01-15,43737.75471383975,1817397461.633278
2023-01-16,43735.33673257024,1818221773.6707702
2023-01-17,43732.91875130073,1819046085.7082622
2023-01-18,43730.50077003122,1819870397.7457545
2023-01-19,43728.082788761705,1820694709.7832468
2023-01-20,43725.6648074922,1821519021.8207388
2023-01-21,43723.24682622268,1822343333.858231
2023-01-22,43720.828844953176,1823167645.8957233
2023-01-23,43718.41086368366,1823991957.9332154
2023-01-24,43715.99288241415,1824816269.9707077
2023-01-25,43713.57490114464,1825640582.0081997
2023-01-26,43711.15691987513,1826464894.045692
2023-01-27,43708.73893860562,1827289206.0831842
2023-01-28,43706.32095733611,1828113518.1206763
2023-01-29,43703.902976066594,1828937830.1581686
2023-01-30,43701.48499479709,1829762142.1956608
2023-01-31,43699.06701352757,1830586454.2331529
2023-02-01,43696.649032258065,1831410766.2706451
