Date,Open,High,Low,Close,Adj Close,Volume
30/7/2020,1.247967,1.547479,1.227999,1.397723,1.397723,5766330
31/7/2020,1.447641,1.462617,1.267934,1.267934,1.267934,2480488
3/8/2020,1.272926,1.297885,0.868585,0.973414,0.973414,3780409
4/8/2020,0.938471,0.958438,0.838633,0.858601,0.858601,5204351
5/8/2020,0.893544,1.093219,0.878568,0.978406,0.978406,2387853
6/8/2020,1.0433,1.0433,0.928487,0.933479,0.933479,1271985
7/8/2020,0.953446,0.978406,0.913511,0.923495,0.923495,743607
10/8/2020,1.008357,1.048292,0.968422,1.0433,1.0433,1765075
11/8/2020,1.053284,1.143137,1.053284,1.12317,1.12317,1345481
12/8/2020,1.128162,1.158113,1.058276,1.063267,1.063267,947230
13/8/2020,1.093219,1.133154,1.073251,1.078243,1.078243,802890
14/8/2020,1.098211,1.113186,1.063267,1.063267,1.063267,500389
17/8/2020,1.083235,1.088227,1.038308,1.068259,1.068259,586390
18/8/2020,1.083235,1.108194,1.078243,1.088227,1.088227,436268
19/8/2020,1.198048,1.227999,1.158113,1.218015,1.218015,936205
20/8/2020,1.287902,1.562454,1.25795,1.547479,1.547479,2124276
21/8/2020,1.597397,2.006731,1.507544,1.911885,1.911885,2539896
24/8/2020,2.016714,2.475966,2.006731,2.475966,2.475966,3564689
25/8/2020,2.515901,2.635706,2.006731,2.006731,2.006731,3580093
26/8/2020,2.006731,2.226373,2.006731,2.056649,2.056649,1125908
27/8/2020,2.216389,2.336194,2.206405,2.286275,2.286275,1003867
28/8/2020,2.306243,2.366145,2.216389,2.256324,2.256324,628367
31/8/2020,2.286275,2.32621,2.24634,2.256324,2.256324,224484
1/9/2020,2.24634,2.276291,2.066633,2.146503,2.146503,606836
2/9/2020,2.16647,2.186438,1.946828,2.046665,2.046665,762678
3/9/2020,2.196422,2.296259,2.16647,2.206405,2.206405,613580
4/9/2020,2.146503,2.146503,1.996747,2.056649,2.056649,653378
7/9/2020,2.066633,2.076617,2.006731,2.016714,2.016714,239985
8/9/2020,2.096584,2.16647,2.096584,2.106568,2.106568,518266
9/9/2020,2.106568,2.146503,2.066633,2.116552,2.116552,300525
10/9/2020,2.126535,2.136519,2.026698,2.056649,2.056649,213605
11/9/2020,2.066633,2.0866,1.981771,1.996747,1.996747,332629
14/9/2020,2.046665,2.0866,1.986763,1.991755,1.991755,147697
15/9/2020,2.026698,2.156487,2.026698,2.136519,2.136519,930907
16/9/2020,2.146503,2.146503,2.076617,2.0866,2.0866,335373
17/9/2020,2.146503,2.306243,2.106568,2.186438,2.186438,1078043
18/9/2020,2.236356,2.306243,2.216389,2.266308,2.266308,730964
21/9/2020,2.296259,2.306243,2.266308,2.266308,2.266308,228956
22/9/2020,2.256324,2.256324,2.106568,2.126535,2.126535,632065
23/9/2020,2.196422,2.236356,2.146503,2.176454,2.176454,177152
24/9/2020,2.16647,2.16647,2.006731,2.006731,2.006731,693966
25/9/2020,2.046665,2.116552,2.026698,2.026698,2.026698,229557
28/9/2020,2.066633,2.0866,2.056649,2.066633,2.066633,173533
29/9/2020,2.096584,2.146503,2.066633,2.076617,2.076617,329489
30/9/2020,2.136519,2.136519,2.0866,2.106568,2.106568,167252
1/10/2020,2.176454,2.545852,2.146503,2.525885,2.525885,1309828
2/10/2020,2.535869,2.535869,2.16647,2.196422,2.196422,1133534
5/10/2020,2.286275,2.416064,2.256324,2.416064,2.416064,538900
6/10/2020,2.446015,2.635706,2.436031,2.48595,2.48595,939147
7/10/2020,2.40608,2.575804,2.396096,2.525885,2.525885,417199
8/10/2020,2.585787,2.785462,2.56582,2.745527,2.745527,1150225
9/10/2020,2.785462,2.845364,2.665657,2.72556,2.72556,869002
12/10/2020,2.775478,2.865332,2.775478,2.865332,2.865332,393207
13/10/2020,2.985137,3.294633,2.945202,3.294633,3.294633,1132657
14/10/2020,3.334567,3.674015,3.3146,3.604128,3.604128,1634088
15/10/2020,3.733917,4.163218,3.723933,4.013462,4.013462,1936783
16/10/2020,4.093331,4.213136,3.624096,3.713949,3.713949,1820214
19/10/2020,3.813787,3.973527,3.793819,3.893657,3.893657,744971
20/10/2020,3.873689,3.913624,3.743901,3.863706,3.863706,406565
21/10/2020,3.853722,3.893657,3.644063,3.693982,3.693982,357569
22/10/2020,3.683998,3.683998,3.404454,3.584161,3.584161,544067
23/10/2020,3.564193,3.953559,3.55421,3.953559,3.953559,565835
26/10/2020,3.953559,4.073364,3.614112,3.773852,3.773852,591877
27/10/2020,3.674015,3.683998,3.364519,3.484324,3.484324,713761
28/10/2020,3.444389,3.444389,3.214763,3.334567,3.334567,486187
29/10/2020,3.224746,3.224746,2.955186,3.124909,3.124909,863863
30/10/2020,3.194795,3.304616,3.144876,3.144876,3.144876,382603
2/11/2020,3.214763,3.494307,3.214763,3.344551,3.344551,526818
3/11/2020,3.47434,3.594145,3.434405,3.484324,3.484324,402932
4/11/2020,3.524258,3.534242,3.3146,3.494307,3.494307,299274
5/11/2020,3.524258,3.524258,3.374502,3.47434,3.47434,171211
6/11/2020,3.524258,3.654047,3.424421,3.47434,3.47434,266796
9/11/2020,3.464356,3.544226,3.39447,3.39447,3.39447,494135
10/11/2020,3.39447,3.47434,3.194795,3.254698,3.254698,323856
11/11/2020,3.354535,3.514275,3.304616,3.454372,3.454372,339509
12/11/2020,3.454372,3.63408,3.454372,3.624096,3.624096,452039
13/11/2020,3.594145,3.594145,3.504291,3.544226,3.544226,222283
16/11/2020,3.55421,3.693982,3.55421,3.674015,3.674015,108717
17/11/2020,3.753884,3.993494,3.743901,3.953559,3.953559,831413
18/11/2020,3.963543,3.963543,3.664031,3.693982,3.693982,523702
19/11/2020,3.793819,3.933592,3.763868,3.873689,3.873689,332326
